plate, mjd, fiber, FWHM_broad_Halpha, log_L_OIII_5007, log_L_narrow_Hbeta, EW_broad_Hbeta, EW_broad_FeII, EW_OIII_5007, r_mag, W1_mag, W2_mag, W3_mag, W4_mag, log_BH_mass, log_L_bol, log_Eddington_ratio 
1628.0, 53474.0, 328.0, 2434.8, nan, 41.01, 74.3, 143.0, nan, 18.273, nan, nan, nan, nan, 7.91, 44.951, -1.06 
2291.0, 53714.0, 604.0, 2379.0, 42.0, 42.01, 65.8, 21.3, 16.2, 17.763, nan, nan, nan, nan, 8.27, 45.496, -0.88 
560.0, 52296.0, 366.0, 3489.5, 41.4, 40.22, 54.6, 44.5, 11.0, 18.454, nan, nan, nan, nan, 7.98, 45.074, -1.01 
768.0, 52281.0, 245.0, 1644.9, 41.2, 41.16, 33.9, 31.2, 4.2, 18.012, 12.787, 11.843, 9.095, 6.736, 7.71, 45.276, -0.53 
836.0, 52376.0, 92.0, 2552.2, 42.1, 40.29, 37.6, 21.9, 45.2, 18.656, nan, nan, nan, nan, 9.47, 45.08, -2.49 
994.0, 52725.0, 183.0, 4068.8, 41.3, 40.36, 49.3, 36.1, 6.7, 18.304, nan, nan, nan, nan, 8.4, 45.161, -1.34 
270.0, 51909.0, 85.0, 1546.7, 42.0, nan, 72.6, 52.0, 17.9, 17.775, nan, nan, nan, nan, 7.5, 45.386, -0.21 
2002.0, 53471.0, 538.0, 3779.9, 42.3, 41.0, 62.4, 13.1, 31.9, 17.279, nan, nan, nan, nan, 8.25, 45.413, -0.93 
2490.0, 54179.0, 9.0, 2437.5, 42.3, 41.39, 83.5, 10.9, 88.5, 18.127, nan, nan, nan, nan, 7.93, 45.066, -0.97 
1922.0, 53315.0, 461.0, 2492.5, 41.9, 40.72, 35.2, 27.8, 18.6, 17.437, 12.325, 11.227, 8.045, 5.681, 7.91, 45.251, -0.76 
1186.0, 52646.0, 74.0, 2370.1, 41.6, 40.71, 70.9, 14.6, 19.1, 17.898, 14.087, 13.067, 10.137, 7.491, 7.89, 45.009, -0.98 
514.0, 51994.0, 194.0, 2995.8, 41.9, 40.87, 95.5, 11.5, 18.2, 17.512, nan, nan, nan, nan, 8.16, 45.293, -0.96 
989.0, 52468.0, 291.0, 2779.5, 41.6, 40.41, 58.6, 28.4, 23.0, 17.618, nan, nan, nan, nan, 8.01, 44.923, -1.19 
1952.0, 53378.0, 15.0, 2370.6, 41.6, 41.31, 34.4, 31.3, 11.0, 18.686, nan, nan, nan, nan, 8.19, 45.225, -1.07 
730.0, 52466.0, 196.0, 2551.9, 41.5, 40.81, 16.0, 14.8, 9.1, 18.517, nan, nan, nan, nan, 8.54, 45.201, -1.44 
597.0, 52059.0, 195.0, 2048.6, 41.7, 41.06, 70.3, 9.3, 12.0, 17.93, nan, nan, nan, nan, 7.82, 45.274, -0.64 
1162.0, 52668.0, 73.0, 2137.4, 41.7, 41.41, 9.6, 9.3, 21.8, 18.645, nan, nan, nan, nan, 7.67, 45.064, -0.7 
747.0, 52234.0, 319.0, 2034.3, 42.0, 41.07, 81.7, 61.6, 35.0, 18.427, nan, nan, nan, nan, 8.05, 45.164, -0.98 
1404.0, 52825.0, 562.0, 1621.1, 42.2, 40.95, 54.8, 23.1, 58.1, 18.625, 14.145, 12.997, 9.823, 7.328, 7.57, 45.135, -0.53 
503.0, 51999.0, 345.0, 2558.1, 41.2, 40.34, 41.8, 10.6, 7.0, 18.299, nan, nan, nan, nan, 8.11, 45.027, -1.18 
2171.0, 53557.0, 54.0, 2147.7, 42.2, 41.15, 68.5, nan, 46.9, 18.606, 14.14, 12.977, 9.916, 7.292, 7.58, 45.2, -0.49 
990.0, 52465.0, 427.0, 1688.7, 41.3, 40.51, 40.9, 40.2, 9.3, 16.448, nan, nan, nan, nan, 7.49, 44.959, -0.63 
1568.0, 53169.0, 135.0, 1772.9, 41.7, 40.69, 73.7, 57.4, 32.7, 18.764, 13.895, 12.922, 10.033, 7.716, 7.5, 44.85, -0.75 
779.0, 52342.0, 633.0, 1703.1, 41.6, 40.51, 111.3, 102.9, 17.8, 18.658, nan, nan, nan, nan, 7.59, 45.064, -0.63 
1794.0, 54504.0, 190.0, 2180.0, 41.9, 41.15, 57.3, 35.3, 23.2, 17.766, nan, nan, nan, nan, 8.12, 45.196, -1.02 
2221.0, 53792.0, 609.0, 3187.2, 41.9, 41.14, 28.6, 15.7, 19.7, 18.597, nan, nan, nan, nan, 8.53, 45.23, -1.4 
970.0, 52413.0, 586.0, 2214.0, 41.6, 40.58, 71.0, 55.1, 15.7, 18.441, nan, nan, nan, nan, 7.74, 45.109, -0.74 
2144.0, 53770.0, 287.0, 3043.3, 41.6, 40.88, 71.4, 39.8, 17.0, 18.695, 13.968, 13.047, 10.275, 8.257, 7.99, 45.083, -1.01 
2032.0, 53815.0, 397.0, 3299.6, 41.6, 40.63, 28.9, 13.9, 19.2, 18.685, nan, nan, nan, nan, 9.06, 45.042, -2.12 
570.0, 52266.0, 28.0, 2536.8, 41.8, 41.1, 44.2, 20.9, 30.0, 18.353, nan, nan, nan, nan, 7.78, 44.958, -0.92 
1977.0, 53475.0, 223.0, 3095.8, 42.6, 41.34, 31.7, 8.8, 163.3, 18.351, nan, nan, nan, nan, nan, 45.053, nan 
1376.0, 53089.0, 94.0, 6482.7, 41.4, 40.87, 17.1, 20.7, 11.0, 17.775, nan, nan, nan, nan, 8.45, 45.062, -1.49 
417.0, 51821.0, 437.0, 2717.9, 41.7, 40.97, 16.9, 12.4, 19.0, 18.355, nan, nan, nan, nan, 8.15, 45.059, -1.2 
439.0, 51877.0, 34.0, 3148.6, 41.4, 40.99, 84.6, 74.1, 6.6, 18.12, 13.623, 12.635, 9.803, 7.322, 8.42, 45.26, -1.26 
1709.0, 53533.0, 230.0, 2478.2, 41.5, 40.72, 53.2, 39.6, 13.2, 18.492, 13.945, 13.038, 10.053, 7.572, 7.89, 45.071, -0.92 
625.0, 52145.0, 130.0, 2811.1, 41.5, 41.41, 69.7, 50.0, 7.2, 18.274, 13.685, 12.649, 9.983, 7.874, 8.36, 45.256, -1.21 
1597.0, 52999.0, 112.0, 6704.4, 41.4, 41.07, 38.7, 18.9, 8.0, 18.609, nan, nan, nan, nan, 8.85, 45.166, -1.78 
2420.0, 54086.0, 300.0, 3994.4, 41.3, 39.51, 49.2, 55.7, 4.0, 18.07, 12.673, 11.883, 9.745, 7.727, 8.49, 45.317, -1.27 
2587.0, 54138.0, 148.0, 2546.9, 41.8, 40.83, 85.2, 41.3, 31.4, 18.506, nan, nan, nan, nan, 8.05, 45.003, -1.15 
2652.0, 54508.0, 168.0, 2342.3, 41.7, 40.94, 53.8, 29.6, 26.2, 18.505, nan, nan, nan, nan, 7.8, 44.942, -0.96 
1713.0, 53827.0, 19.0, 2607.4, 41.9, 41.25, 62.6, 7.4, 26.3, 18.618, 13.404, 12.466, 10.25, 7.724, 8.14, 45.192, -1.05 
1952.0, 53378.0, 463.0, 1930.3, 41.4, 40.79, 13.9, 8.6, 8.8, 18.78, nan, nan, nan, nan, 8.13, 45.12, -1.11 
910.0, 52377.0, 167.0, 4139.3, 42.0, 40.64, 31.2, 30.1, 46.8, 18.045, nan, nan, nan, nan, 9.08, 45.051, -2.13 
951.0, 52398.0, 465.0, 3168.0, 41.6, 41.43, 2.2, 3.1, 7.8, 18.471, nan, nan, nan, nan, 8.26, 45.331, -1.03 
1445.0, 53062.0, 275.0, 2713.0, 41.9, 40.45, 87.0, 11.7, 22.4, 18.043, nan, nan, nan, nan, 8.0, 45.257, -0.85 
279.0, 51984.0, 548.0, 2149.1, 41.6, 40.82, 37.9, 36.1, 23.1, 18.042, nan, nan, nan, nan, 9.16, 44.93, -2.33 
1464.0, 53091.0, 390.0, 2196.5, 41.9, 41.2, 81.7, 16.2, 16.3, 17.266, nan, nan, nan, nan, 7.83, 45.325, -0.6 
1443.0, 53055.0, 306.0, 3292.3, 42.3, 40.95, 108.0, 30.1, 56.3, 17.378, nan, nan, nan, nan, 8.09, 45.244, -0.95 
418.0, 51817.0, 566.0, 2034.8, 41.2, 41.24, 12.0, 9.5, 6.5, 19.093, nan, nan, nan, nan, 8.55, 45.045, -1.61 
928.0, 52578.0, 186.0, 2652.0, 41.0, nan, 44.7, 52.3, 2.5, 17.71, 13.244, 12.395, 10.155, 7.975, 8.13, 45.277, -0.95 
2144.0, 53770.0, 263.0, 3235.2, 41.4, 40.77, 36.0, 21.2, 7.0, 18.648, 13.247, 12.197, 9.401, 7.095, 8.23, 45.245, -1.09 
1328.0, 52786.0, 353.0, 3244.8, 41.9, 40.95, 111.1, 11.9, 40.3, 18.15, nan, nan, nan, nan, 7.96, 44.929, -1.13 
1240.0, 52734.0, 531.0, 2593.5, 40.6, 40.17, 34.0, 49.6, 1.4, 18.311, nan, nan, nan, nan, 8.12, 45.099, -1.12 
1747.0, 53075.0, 208.0, 2797.5, 42.3, nan, 90.3, 61.0, 46.3, 17.636, nan, nan, nan, nan, 8.19, 45.341, -0.95 
2771.0, 54527.0, 419.0, 2063.4, 41.9, 41.4, 76.6, 61.1, 4.8, 16.468, nan, nan, nan, nan, 8.28, 45.884, -0.49 
2757.0, 54509.0, 534.0, 2088.8, 42.2, 41.06, 54.4, 54.5, 43.0, 18.131, nan, nan, nan, nan, 7.68, 45.239, -0.54 
2160.0, 53885.0, 444.0, 3322.5, 42.1, 41.35, 73.2, 67.0, 60.2, 18.286, 13.54, 12.705, 10.332, 7.897, 8.2, 44.989, -1.31 
2237.0, 53828.0, 311.0, 2594.1, 42.1, 41.23, 63.8, 36.5, 47.1, 18.362, nan, nan, nan, nan, 8.42, 45.087, -1.44 
721.0, 52228.0, 73.0, 4251.6, 42.5, 41.43, 81.3, 13.4, 99.6, 18.192, nan, nan, nan, nan, 8.44, 45.152, -1.38 
589.0, 52055.0, 41.0, 2101.5, 41.6, 39.39, 62.4, 34.3, 19.6, 18.063, 12.745, 12.102, 9.783, 7.084, 7.6, 44.97, -0.73 
1826.0, 53499.0, 495.0, 2417.5, 41.6, 40.36, 50.9, 48.8, 15.7, 18.685, 13.613, 13.05, 11.481, 8.896, 9.13, 45.129, -2.1 
1725.0, 54266.0, 364.0, 2993.8, 41.6, 41.24, 44.0, 47.4, 13.2, 18.26, 13.674, 12.598, 9.486, 7.281, 8.04, 45.178, -0.97 
412.0, 52258.0, 400.0, 1706.5, 41.8, 40.84, 44.0, 3.7, 31.0, 17.106, 11.91, 11.068, 8.204, 5.823, 7.51, 44.996, -0.61 
1934.0, 53357.0, 149.0, 1629.1, 41.8, nan, 65.3, 65.6, 15.3, 17.708, 12.825, 11.736, 8.83, 6.54, 7.48, 45.314, -0.26 
1211.0, 52964.0, 96.0, 2644.9, 42.7, 41.39, 92.5, nan, 24.2, 16.218, 11.938, 10.768, 8.312, 6.211, 8.43, 45.94, -0.59 
1669.0, 53433.0, 63.0, 1530.4, 42.1, nan, 53.4, 64.2, 24.3, 17.663, nan, nan, nan, nan, 7.43, 45.381, -0.15 
383.0, 51818.0, 257.0, 2124.1, 41.3, 40.35, 31.8, 51.9, 6.4, 17.185, nan, nan, nan, nan, 7.88, 45.176, -0.81 
881.0, 52368.0, 64.0, 1709.3, 41.5, nan, 28.3, 62.2, 11.2, 17.253, nan, nan, nan, nan, 7.27, 45.156, -0.21 
1615.0, 53166.0, 128.0, 2984.7, 41.6, 40.57, 68.2, 5.4, 22.3, 18.597, nan, nan, nan, nan, 8.19, 44.95, -1.35 
834.0, 52316.0, 274.0, 3670.9, 42.0, 41.05, 125.3, nan, 46.7, 17.32, 12.919, 12.077, 9.682, 7.52, 8.04, 45.038, -1.1 
725.0, 52258.0, 480.0, 4669.2, 41.8, 41.12, 19.3, 3.9, 20.6, 18.636, nan, nan, nan, nan, 8.66, 45.182, -1.57 
1820.0, 54208.0, 504.0, 2345.4, 41.8, 40.75, 84.7, 41.3, 25.4, 18.594, 14.431, 13.527, 10.55, 7.656, 8.04, 45.039, -1.1 
1810.0, 53794.0, 439.0, 2531.5, 42.1, 41.13, 63.8, 57.3, 22.0, 17.935, 13.925, 12.9, 10.051, 7.815, 8.13, 45.395, -0.84 
616.0, 52374.0, 533.0, 2162.9, 41.7, 41.17, 29.9, 33.7, 14.1, 18.103, nan, nan, nan, nan, 8.12, 45.199, -1.02 
2785.0, 54537.0, 499.0, 2907.7, 42.2, 41.16, 66.2, 60.9, 74.5, 17.508, nan, nan, nan, nan, 8.08, 45.032, -1.14 
1839.0, 53471.0, 511.0, 1743.0, 41.8, 39.5, 40.4, 28.4, 15.9, 18.561, nan, nan, nan, nan, 7.48, 45.219, -0.36 
1649.0, 53149.0, 208.0, 2187.8, 42.1, 41.0, 86.7, 15.3, 50.1, 18.32, 13.592, 12.527, 9.905, 7.399, 7.66, 45.101, -0.66 
1770.0, 53171.0, 58.0, 2993.6, 42.5, 41.05, 52.2, 10.4, 34.6, 17.605, nan, nan, nan, nan, 8.25, 45.577, -0.77 
1969.0, 53383.0, 22.0, 3061.9, 41.7, 41.25, 41.0, 39.0, 8.9, 17.704, nan, nan, nan, nan, 8.48, 45.447, -1.14 
484.0, 51907.0, 623.0, 3251.0, 41.6, 41.08, 40.7, 9.1, 9.6, 18.147, 13.994, 13.06, 9.892, 7.444, 8.23, 45.248, -1.08 
617.0, 52072.0, 369.0, 1783.4, 42.0, 40.82, 38.6, 38.6, 19.9, 17.875, nan, nan, nan, nan, 7.76, 45.342, -0.52 
796.0, 52401.0, 124.0, 5169.3, 42.1, 41.12, 23.5, 6.7, 42.5, 18.877, 13.889, 13.255, 10.938, 8.517, 8.75, 45.169, -1.68 
285.0, 51930.0, 388.0, 1942.7, 41.7, 40.96, 74.7, 56.6, 23.0, 18.386, nan, nan, nan, nan, 7.59, 45.042, -0.65 
2033.0, 53476.0, 357.0, 1494.4, 41.5, 41.2, 33.9, 51.9, 5.9, 17.685, nan, nan, nan, nan, 7.58, 45.431, -0.25 
539.0, 52017.0, 552.0, 3050.1, 42.1, 41.0, 5.5, 3.2, 48.8, 17.973, 12.946, 11.937, 8.602, 6.036, 7.81, 45.136, -0.77 
342.0, 51691.0, 391.0, 10410.3, 41.9, 40.91, 67.0, 16.5, 27.6, 19.215, 13.677, 12.696, 10.131, 7.84, 9.81, 45.091, -2.82 
718.0, 52206.0, 525.0, 2822.5, 41.7, 39.86, 61.1, 27.8, 18.2, 18.535, nan, nan, nan, nan, 7.99, 45.07, -1.02 
2596.0, 54207.0, 245.0, 2314.9, 41.7, 40.76, 84.6, 5.4, 21.0, 17.97, nan, nan, nan, nan, 7.81, 45.011, -0.9 
1267.0, 52932.0, 578.0, 4645.9, 41.6, 40.86, 69.4, 39.8, 8.1, 18.326, 13.939, 12.846, 10.117, 7.759, 8.4, 45.325, -1.17 
443.0, 51873.0, 438.0, 2516.8, 41.0, nan, 79.2, 92.8, 6.6, 18.551, 14.08, 13.168, 10.664, 8.272, 7.77, 44.863, -1.0 
1927.0, 53321.0, 512.0, 1417.4, 41.6, 40.39, 5.0, 31.5, 11.3, 18.187, 13.984, 12.978, 10.105, 7.246, 7.33, 45.191, -0.24 
585.0, 52027.0, 214.0, 2445.5, 41.6, 40.78, 56.4, 14.8, 10.5, 18.152, 13.605, 12.494, 9.638, 7.287, 7.9, 45.278, -0.73 
1699.0, 53148.0, 331.0, 3148.6, 41.9, 41.0, 38.7, 7.5, 23.6, 18.14, nan, nan, nan, nan, 8.26, 45.171, -1.19 
1318.0, 52781.0, 242.0, 3260.7, 41.8, 40.75, 45.8, 39.0, 18.1, 17.813, nan, nan, nan, nan, 8.28, 45.198, -1.18 
2576.0, 54086.0, 325.0, 2020.7, 41.3, 40.71, 29.7, 35.5, 7.3, 18.228, nan, nan, nan, nan, 7.84, 45.134, -0.8 
498.0, 51984.0, 559.0, 3029.3, 42.3, 40.98, 53.0, 24.0, 86.1, 19.059, nan, nan, nan, nan, 7.79, 45.063, -0.83 
2137.0, 54206.0, 441.0, 2792.7, 42.0, 40.94, 74.8, 36.8, 37.4, 18.378, 13.425, 12.418, 9.273, 6.491, 8.03, 45.104, -1.03 
2010.0, 53495.0, 163.0, 2777.4, 41.8, 40.97, 73.7, 11.9, 19.7, 18.219, nan, nan, nan, nan, 8.06, 45.135, -1.02 
1488.0, 52965.0, 541.0, 3820.9, 42.4, 41.54, 45.3, 11.6, 95.2, 18.704, nan, nan, nan, nan, 9.14, 45.13, -2.11 
999.0, 52636.0, 97.0, 1616.0, 41.5, 40.83, 39.9, 30.5, 8.8, 18.283, nan, nan, nan, nan, 7.52, 45.24, -0.38 
1223.0, 52781.0, 455.0, 2931.2, 41.6, 40.41, 52.0, 53.3, 14.5, 17.934, nan, nan, nan, nan, 8.06, 45.078, -1.08 
1428.0, 52998.0, 497.0, 2508.4, 42.1, 40.8, 53.7, 22.2, 36.1, 17.144, nan, nan, nan, nan, 7.93, 45.197, -0.84 
1048.0, 52736.0, 325.0, 2231.2, 41.0, 40.88, 25.5, 32.2, 3.7, 18.424, nan, nan, nan, nan, 8.17, 45.1, -1.17 
331.0, 52368.0, 281.0, 8905.5, 42.0, 41.03, 35.5, 26.6, 31.8, 18.049, nan, nan, nan, nan, 9.16, 45.188, -2.08 
850.0, 52338.0, 234.0, 2671.2, 41.2, 40.44, 81.1, 92.8, 3.6, 18.278, nan, nan, nan, nan, 8.17, 45.278, -0.99 
1687.0, 53260.0, 32.0, 2223.0, 42.2, 41.2, 57.9, 8.1, 62.6, 18.439, 13.719, 12.748, 9.889, 7.38, 7.79, 45.065, -0.83 
1838.0, 53467.0, 410.0, 2143.5, 41.7, 41.53, 52.3, 17.7, 10.8, 18.612, nan, nan, nan, nan, 8.22, 45.34, -0.98 
1872.0, 53386.0, 178.0, 2401.8, 41.4, 40.83, 17.3, 27.3, 9.9, 18.901, 13.726, 12.904, 9.931, 7.77, 8.06, 45.112, -1.05 
2118.0, 53820.0, 564.0, 3427.8, 41.2, 40.21, 45.6, 54.3, 9.1, 18.57, nan, nan, nan, nan, 8.45, 44.935, -1.62 
586.0, 52023.0, 416.0, 2002.1, 41.5, 40.54, 30.0, 37.7, 15.3, 18.27, 12.822, 11.926, 9.244, 7.175, 7.55, 44.988, -0.67 
426.0, 51882.0, 97.0, 1913.5, 42.1, 41.31, 62.7, nan, 46.2, 18.584, nan, nan, nan, nan, 7.81, 45.145, -0.77 
367.0, 51997.0, 197.0, 2844.6, 42.5, 41.53, 97.9, 12.1, 60.4, 17.927, 13.608, 12.599, 9.891, 7.397, 8.14, 45.361, -0.88 
2748.0, 54234.0, 628.0, 3770.1, 41.4, 40.74, 91.0, 24.3, 9.7, 18.71, nan, nan, nan, nan, 8.46, 45.121, -1.44 
837.0, 52642.0, 158.0, 1858.4, 41.5, 40.79, 40.9, 29.3, 10.0, 18.018, nan, nan, nan, nan, 7.86, 45.217, -0.74 
1866.0, 53314.0, 246.0, 4472.2, 41.8, nan, 15.7, 12.1, 16.2, 18.504, 14.337, 13.451, 10.411, 7.67, 8.3, 45.303, -1.1 
599.0, 52317.0, 442.0, 2187.1, 41.6, 40.08, 26.6, 20.7, 11.0, 18.152, nan, nan, nan, nan, 7.77, 45.184, -0.68 
1418.0, 53142.0, 577.0, 2884.7, 41.8, 40.28, 46.5, 22.6, 27.3, 18.437, 13.275, 12.483, 10.037, 7.375, 8.21, 45.024, -1.29 
1696.0, 53116.0, 244.0, 1559.2, 41.4, nan, 50.5, 86.9, 5.0, 17.343, nan, nan, nan, nan, 7.68, 45.345, -0.43 
1322.0, 52791.0, 389.0, 3455.7, 41.5, 41.03, 40.6, 34.0, 10.1, 18.155, nan, nan, nan, nan, 8.6, 45.203, -1.49 
2034.0, 53466.0, 447.0, 4065.8, 41.7, 40.98, 18.8, 26.6, 14.4, 18.562, nan, nan, nan, nan, 8.55, 45.249, -1.4 
847.0, 52426.0, 602.0, 2082.6, 42.0, 40.52, 39.1, 52.8, 31.5, 17.408, nan, nan, nan, nan, 7.69, 45.181, -0.6 
1196.0, 52733.0, 603.0, 2537.4, 41.9, 41.51, 70.1, 36.6, 16.8, 18.572, nan, nan, nan, nan, 8.16, 45.317, -0.95 
421.0, 51821.0, 329.0, 2863.8, 42.1, nan, 107.1, 106.6, 14.8, 16.643, nan, nan, nan, nan, 8.34, 45.59, -0.85 
2357.0, 53793.0, 70.0, 1865.4, 42.2, 41.22, 82.2, 42.6, 27.3, 18.246, nan, nan, nan, nan, 7.89, 45.43, -0.56 
1377.0, 53050.0, 206.0, 1780.9, 40.7, 41.09, 34.7, 102.8, 1.4, 17.995, nan, nan, nan, nan, 7.85, 45.241, -0.71 
497.0, 51989.0, 466.0, 2391.1, 42.0, 41.53, 40.8, 10.7, 14.5, 16.476, nan, nan, nan, nan, 8.06, 45.472, -0.69 
1427.0, 52996.0, 201.0, 2094.9, 42.1, 40.59, 98.0, 48.3, 42.9, 17.668, nan, nan, nan, nan, 7.72, 45.1, -0.72 
508.0, 52366.0, 466.0, 10067.2, 42.2, 41.11, 19.4, 5.6, 34.8, 18.146, nan, nan, nan, nan, 8.96, 45.292, -1.76 
716.0, 52203.0, 224.0, 2349.2, 41.7, 40.64, 72.8, 22.5, 21.7, 18.628, nan, nan, nan, nan, 7.83, 45.065, -0.86 
536.0, 52024.0, 72.0, 2661.1, 41.1, 40.85, 43.9, 70.8, 5.1, 18.916, 13.614, 12.869, 10.221, 8.314, 8.62, 45.056, -1.66 
1227.0, 52733.0, 435.0, 2432.0, 42.7, 41.19, 81.5, 19.5, 81.6, 16.373, nan, nan, nan, nan, 8.07, 45.439, -0.73 
1263.0, 52708.0, 75.0, 2278.6, 41.9, 41.16, 74.0, 30.2, 20.2, 17.944, 13.423, 12.584, 9.705, 7.816, 7.84, 45.28, -0.66 
1669.0, 53433.0, 240.0, 2393.9, 41.8, 41.1, 27.5, 4.3, 20.1, 18.433, nan, nan, nan, nan, 7.83, 45.171, -0.76 
1696.0, 53116.0, 236.0, 3094.8, 41.9, 40.5, 50.3, 22.2, 33.9, 18.428, nan, nan, nan, nan, 8.06, 45.039, -1.12 
540.0, 51996.0, 22.0, 2450.5, 41.6, 41.06, 18.1, 20.9, 16.1, 18.536, 12.56, 11.539, 8.348, 6.028, 8.39, 45.068, -1.42 
1783.0, 53386.0, 520.0, 3200.3, 41.6, 40.07, 33.3, 6.3, 14.5, 18.591, 14.182, 13.375, 10.79, 8.206, 8.08, 45.067, -1.11 
833.0, 52314.0, 183.0, 1650.9, 42.0, nan, 61.0, 54.3, 13.8, 17.658, 12.665, 11.482, 8.706, 6.42, 7.49, 45.47, -0.12 
993.0, 52710.0, 259.0, 2844.1, 41.6, 39.81, 76.3, 50.8, 11.7, 18.473, nan, nan, nan, nan, 8.07, 45.181, -0.98 
650.0, 52143.0, 231.0, 1491.4, 41.6, 40.8, 33.8, 28.8, 14.4, 17.724, nan, nan, nan, nan, 7.44, 45.119, -0.42 
2495.0, 54175.0, 380.0, 8864.5, 40.0, nan, 2.3, 3.5, 0.3, 16.597, nan, nan, nan, nan, 8.62, 45.245, -1.48 
999.0, 52636.0, 116.0, 2023.4, 42.1, 40.98, 75.3, 36.3, 43.1, 18.291, nan, nan, nan, nan, 7.75, 45.155, -0.69 
828.0, 52317.0, 228.0, 2490.8, 40.6, 40.6, 22.0, 45.9, 1.6, 18.015, 13.48, 12.604, 9.756, 7.779, 8.19, 45.083, -1.21 
2505.0, 53856.0, 563.0, 1555.2, 41.7, 40.92, 54.0, 40.9, 8.8, 17.261, nan, nan, nan, nan, 7.62, 45.437, -0.28 
590.0, 52057.0, 266.0, 3573.4, 41.3, 40.43, 21.4, 11.3, 8.5, 19.164, 14.864, 14.447, 11.525, 8.902, 8.26, 45.083, -1.28 
1773.0, 53112.0, 333.0, 2793.0, 41.8, 41.01, 67.1, 40.3, 17.8, 17.244, nan, nan, nan, nan, 8.2, 45.217, -1.08 
477.0, 52026.0, 193.0, 4816.7, 41.7, 40.99, 44.6, 16.2, 13.4, 17.762, nan, nan, nan, nan, 8.16, 45.217, -1.04 
888.0, 52339.0, 245.0, 2617.4, 41.8, 40.89, 31.4, 32.3, 19.8, 18.619, 13.118, 12.189, 8.874, 6.486, 7.86, 45.186, -0.77 
2792.0, 54556.0, 89.0, 1973.2, 42.4, 41.33, 61.5, 69.3, 52.0, 16.711, 11.616, 10.59, 7.443, 4.845, 7.84, 45.357, -0.58 
2365.0, 53739.0, 389.0, 2323.7, 41.8, nan, 46.7, 93.8, 8.9, 17.46, nan, nan, nan, nan, 7.99, 45.475, -0.61 
1235.0, 52734.0, 58.0, 3445.8, 41.7, 40.82, 77.5, 40.6, 25.4, 17.471, nan, nan, nan, nan, 8.1, 45.005, -1.19 
486.0, 51910.0, 237.0, 8277.4, 42.0, 40.91, 24.9, 2.4, 39.1, 18.752, 13.501, 12.809, 10.382, 8.116, 9.32, 45.085, -2.34 
1692.0, 53473.0, 94.0, 2071.6, 41.4, 40.69, 33.8, 25.9, 10.9, 19.259, 14.047, 13.759, 12.099, 9.178, 9.37, 45.074, -2.4 
1995.0, 53415.0, 507.0, 1923.3, 41.9, 41.09, 53.6, 27.7, 23.6, 18.434, nan, nan, nan, nan, 7.65, 45.161, -0.59 
884.0, 52374.0, 203.0, 1641.7, 41.4, nan, 42.6, 63.6, 11.9, 18.43, nan, nan, nan, nan, 7.31, 44.988, -0.42 
742.0, 52263.0, 97.0, 3339.6, 42.0, 40.27, 54.1, 31.7, 33.5, 19.413, nan, nan, nan, nan, 7.73, 45.104, -0.72 
1280.0, 52738.0, 361.0, 5723.0, 41.8, 41.33, 23.1, 19.8, 16.9, 17.992, nan, nan, nan, nan, 8.65, 45.282, -1.47 
416.0, 51811.0, 316.0, 2875.4, 41.5, 39.94, 108.5, 107.4, 23.5, 18.218, 12.836, 11.966, 9.616, 7.608, 8.02, 44.8, -1.32 
1455.0, 53089.0, 68.0, 2055.4, 41.0, 40.63, 38.2, 66.6, 4.3, 17.274, nan, nan, nan, nan, 7.34, 44.984, -0.45 
839.0, 52373.0, 136.0, 2261.2, 42.1, 41.01, 57.4, 28.5, 37.3, 18.513, nan, nan, nan, nan, 7.78, 45.222, -0.66 
1866.0, 53314.0, 508.0, 3258.6, 42.3, 41.47, 101.2, 24.3, 17.0, 15.976, 10.711, 9.764, 7.185, 4.921, 8.51, 45.714, -0.9 
372.0, 52173.0, 483.0, 3092.0, 40.7, 41.19, 29.0, 53.0, 1.1, 17.986, nan, nan, nan, nan, 8.47, 45.336, -1.24 
1608.0, 53138.0, 134.0, 2795.4, 41.9, 41.05, 56.4, 26.5, 40.4, 17.071, nan, nan, nan, nan, 8.21, 44.918, -1.4 
847.0, 52426.0, 213.0, 1275.6, 41.4, 40.3, 51.1, 53.3, 11.6, 18.77, nan, nan, nan, nan, 8.67, 45.014, -1.76 
1229.0, 52723.0, 508.0, 2552.1, 42.1, 40.77, 51.1, 34.6, 40.5, 18.602, nan, nan, nan, nan, 7.89, 45.134, -0.86 
1059.0, 52618.0, 215.0, 3048.8, 42.5, 42.03, 110.2, 100.7, 12.7, 15.708, 11.006, 9.98, 7.22, 4.854, 8.59, 46.009, -0.69 
2004.0, 53737.0, 466.0, 1684.2, 41.7, nan, 58.4, 62.1, 20.9, 17.296, nan, nan, nan, nan, 7.18, 45.069, -0.21 
927.0, 52577.0, 115.0, 2991.3, 41.5, 40.92, 16.3, 11.4, 11.0, 18.335, 14.016, 13.123, 9.515, 7.265, 8.02, 45.095, -1.03 
385.0, 51877.0, 332.0, 3762.2, 41.1, 40.4, 34.5, 37.0, 6.4, 18.172, nan, nan, nan, nan, 8.33, 44.939, -1.49 
648.0, 52559.0, 261.0, 1712.8, 41.5, 40.46, 61.7, 43.5, 13.1, 18.758, nan, nan, nan, nan, 7.64, 45.07, -0.67 
